,Steps,ASR,method
1942,3760,0.73,final
1943,3760,0.76,final
1944,3760,0.69,final
1945,3780,0.74,final
1946,3780,0.74,final
1947,3780,0.77,final
1948,3780,0.68,final
1949,3780,0.68,final
1950,3800,0.76,final
1951,3800,0.76,final
1952,3800,0.77,final
1953,3800,0.72,final
1954,3800,0.72,final
1955,3820,0.77,final
1956,3820,0.74,final
1957,3820,0.76,final
1958,3820,0.71,final
1959,3820,0.64,final
1960,3840,0.73,final
1961,3840,0.75,final
1962,3840,0.71,final
1963,3840,0.74,final
1964,3840,0.78,final
1965,3860,0.7,final
1966,3860,0.73,final
1967,3860,0.77,final
1968,3860,0.78,final
1969,3860,0.76,final
1970,3880,0.78,final
1971,3880,0.74,final
1972,3880,0.68,final
1973,3880,0.77,final
1974,3880,0.79,final
1975,3900,0.77,final
1976,3900,0.78,final
1977,3900,0.77,final
1978,3900,0.69,final
1979,3900,0.74,final
1980,3920,0.78,final
1981,3920,0.79,final
1982,3920,0.73,final
1983,3920,0.74,final
1984,3920,0.72,final
1985,3940,0.77,final
1986,3940,0.78,final
1987,3940,0.75,final
1988,3940,0.78,final
1989,3940,0.72,final
1990,3960,0.67,final
1991,3960,0.74,final
1992,3960,0.75,final
1993,3960,0.65,final
1994,3960,0.75,final
1995,3980,0.75,final
1996,3980,0.75,final
1997,3980,0.74,final
1998,3980,0.77,final
1999,3980,0.64,final
2000,4000,0.69,final
2001,4000,0.76,final
2002,4000,0.76,final
2003,4000,0.71,final
2004,4000,0.78,final
2005,4020,0.78,final
2006,4020,0.69,final
2007,4020,0.79,final
2008,4020,0.72,final
2009,4020,0.71,final
2010,4040,0.79,final
2011,4040,0.76,final
2012,4040,0.75,final
2013,4040,0.8,final
2014,4040,0.67,final
2015,4060,0.79,final
2016,4060,0.81,final
2017,4060,0.72,final
2018,4060,0.81,final
2019,4060,0.73,final
2020,4080,0.74,final
2021,4080,0.79,final
2022,4080,0.76,final
2023,4080,0.82,final
2024,4080,0.82,final
2025,4100,0.71,final
2026,4100,0.78,final
2027,4100,0.72,final
2028,4100,0.83,final
2029,4100,0.85,final
2030,4120,0.82,final
2031,4120,0.78,final
2032,4120,0.83,final
2033,4120,0.74,final
2034,4120,0.82,final
2035,4140,0.86,final
2036,4140,0.84,final
2037,4140,0.81,final
2038,4140,0.86,final
2039,4140,0.85,final
2040,4160,0.77,final
2041,4160,0.87,final
2042,4160,0.77,final
2043,4160,0.86,final
2044,4160,0.78,final
2045,4180,0.77,final
2046,4180,0.89,final
2047,4180,0.85,final
2048,4180,0.82,final
2049,4180,0.86,final
2050,4200,0.83,final
2051,4200,0.78,final
2052,4200,0.8,final
2053,4200,0.81,final
2054,4200,0.89,final
2055,4220,0.83,final
2056,4220,0.85,final
2057,4220,0.84,final
2058,4220,0.85,final
2059,4220,0.8,final
2060,4240,0.78,final
2061,4240,0.87,final
2062,4240,0.79,final
2063,4240,0.9,final
2064,4240,0.84,final
2065,4260,0.88,final
2066,4260,0.82,final
2067,4260,0.87,final
2068,4260,0.91,final
2069,4260,0.86,final
2070,4280,0.84,final
2071,4280,0.86,final
2072,4280,0.88,final
2073,4280,0.88,final
2074,4280,0.81,final
2075,4300,0.84,final
2076,4300,0.87,final
2077,4300,0.92,final
2078,4300,0.86,final
2079,4300,0.81,final
2080,4320,0.85,final
2081,4320,0.84,final
2082,4320,0.93,final
2083,4320,0.87,final
2084,4320,0.9,final
2085,4340,0.91,final
2086,4340,0.93,final
2087,4340,0.9,final
2088,4340,0.92,final
2089,4340,0.79,final
2090,4360,0.92,final
2091,4360,0.93,final
2092,4360,0.85,final
2093,4360,0.86,final
2094,4360,0.93,final
2095,4380,0.91,final
2096,4380,0.87,final
2097,4380,0.82,final
2098,4380,0.93,final
2099,4380,0.94,final
2100,4400,0.94,final
2101,4400,0.88,final
2102,4400,0.83,final
2103,4400,0.87,final
2104,4400,0.93,final
2105,4420,0.9,final
2106,4420,0.88,final
2107,4420,0.94,final
2108,4420,0.92,final
2109,4420,0.92,final
2110,4440,0.91,final
2111,4440,0.94,final
2112,4440,0.85,final
2113,4440,0.91,final
2114,4440,0.83,final
2115,4460,0.93,final
2116,4460,0.87,final
2117,4460,0.91,final
2118,4460,0.91,final
2119,4460,0.96,final
2120,4480,0.97,final
2121,4480,0.86,final
2122,4480,0.95,final
2123,4480,0.95,final
2124,4480,0.94,final
2125,4500,0.91,final
2126,4500,0.95,final
2127,4500,0.9,final
2128,4500,0.89,final
2129,4500,0.88,final
2130,4520,0.96,final
2131,4520,0.93,final
2132,4520,0.86,final
2133,4520,0.88,final
2134,4520,0.97,final
2135,4540,0.85,final
2136,4540,0.95,final
2137,4540,0.94,final
2138,4540,0.98,final
2139,4540,0.94,final
2140,4560,0.97,final
2141,4560,0.92,final
2142,4560,0.91,final
2143,4560,0.98,final
2144,4560,0.94,final
2145,4580,0.87,final
2146,4580,0.92,final
2147,4580,0.91,final
2148,4580,0.96,final
2149,4580,0.94,final
2150,4600,0.94,final
2151,4600,0.98,final
2152,4600,0.93,final
2153,4600,0.98,final
2154,4600,0.99,final
2155,4620,1,final
2156,4620,0.9,final
2157,4620,0.96,final
2158,4620,0.99,final
2159,4620,0.99,final
2160,4640,0.95,final
2161,4640,0.94,final
2162,4640,0.96,final
2163,4640,0.94,final
2164,4640,0.96,final
2165,4660,0.93,final
2166,4660,0.99,final
2167,4660,0.99,final
2168,4660,0.95,final
2169,4660,0.9,final
2170,4680,0.99,final
2171,4680,1,final
2172,4680,0.97,final
2173,4680,0.95,final
2174,4680,0.99,final
2175,4700,0.98,final
2176,4700,0.94,final
2177,4700,0.96,final
2178,4700,0.98,final
2179,4700,0.96,final
2180,4720,0.98,final
2181,4720,0.88,final
2182,4720,0.94,final
2183,4720,0.93,final
2184,4720,0.98,final
2185,4740,0.91,final
2186,4740,0.99,final
2187,4740,0.97,final
2188,4740,0.96,final
2189,4740,0.99,final
2190,4760,0.99,final
2191,4760,0.92,final
2192,4760,1,final
2193,4760,0.86,final
2194,4760,0.96,final
2195,4780,0.92,final
2196,4780,0.98,final
2197,4780,0.96,final
2198,4780,0.96,final
2199,4780,0.95,final
2200,4800,0.97,final
2201,4800,0.96,final
2202,4800,0.96,final
2203,4800,0.94,final
2204,4800,0.99,final
2205,4820,1,final
2206,4820,1,final
2207,4820,0.95,final
2208,4820,0.91,final
2209,4820,0.94,final
2210,4840,0.97,final
2211,4840,1,final
2212,4840,0.97,final
2213,4840,0.88,final
2214,4840,0.97,final
2215,4860,0.95,final
2216,4860,0.91,final
2217,4860,0.99,final
2218,4860,0.93,final
2219,4860,0.92,final
2220,4880,1,final
2221,4880,0.97,final
2222,4880,0.93,final
2223,4880,0.96,final
2224,4880,0.98,final
2225,4900,0.93,final
2226,4900,0.95,final
2227,4900,0.99,final
2228,4900,0.89,final
2229,4900,0.97,final
2230,4920,0.91,final
2231,4920,0.98,final
2232,4920,0.94,final
2233,4920,0.99,final
2234,4920,0.97,final
2235,4940,0.97,final
2236,4940,0.93,final
2237,4940,0.96,final
2238,4940,0.95,final
2239,4940,0.9,final
2240,4960,0.95,final
2241,4960,0.94,final
2242,4960,0.95,final
2243,4960,0.99,final
2244,4960,0.88,final
2245,4980,0.99,final
2246,4980,0.98,final
2247,4980,0.96,final
2248,4980,0.92,final
2249,4980,0.95,final
2250,0,0.42,together
2251,0,0.21,together
2252,0,0.34,together
2253,0,0.16,together
2254,0,0.3,together
2255,20.07630522,0.39,together
2256,20.07630522,0.36,together
2257,20.07630522,0.07,together
2258,20.07630522,0.23,together
2259,20.07630522,0.07,together
2260,40.15261044,0.37,together
2261,40.15261044,0.28,together
2262,40.15261044,0.34,together
2263,40.15261044,0.11,together
2264,40.15261044,0.3,together
2265,60.22891566,0.45,together
2266,60.22891566,0.15,together
2267,60.22891566,0.37,together
2268,60.22891566,0.25,together
2269,60.22891566,0.29,together
2270,80.30522088,0.39,together
2271,80.30522088,0.31,together
2272,80.30522088,0.3,together
2273,80.30522088,0.41,together
2274,80.30522088,0.26,together
2275,100.3815261,0.22,together
2276,100.3815261,0.21,together
2277,100.3815261,0.32,together
2278,100.3815261,0.28,together
2279,100.3815261,0.3,together
2280,120.4578313,0.11,together
2281,120.4578313,0.24,together
2282,120.4578313,0.3,together
2283,120.4578313,0.29,together
2284,120.4578313,0.27,together
2285,140.5341365,0.17,together
2286,140.5341365,0.03,together
2287,140.5341365,0.41,together
2288,140.5341365,0.25,together
2289,140.5341365,0.31,together
2290,160.6104418,0.14,together
2291,160.6104418,0.33,together
2292,160.6104418,0.28,together
2293,160.6104418,0.4,together
2294,160.6104418,0.23,together
2295,180.686747,0.27,together
2296,180.686747,0.03,together
2297,180.686747,0.18,together
2298,180.686747,0.42,together
2299,180.686747,0.26,together
2300,200.7630522,0.02,together
2301,200.7630522,0.18,together
2302,200.7630522,0.4,together
2303,200.7630522,0.34,together
2304,200.7630522,0.13,together
2305,220.8393574,0.36,together
2306,220.8393574,0.38,together
2307,220.8393574,0.04,together
2308,220.8393574,0.01,together
2309,220.8393574,0.16,together
2310,240.9156627,0.36,together
2311,240.9156627,0.28,together
2312,240.9156627,0.11,together
2313,240.9156627,0.24,together
2314,240.9156627,0.39,together
2315,260.9919679,0.22,together
2316,260.9919679,0.25,together
2317,260.9919679,0.25,together
2318,260.9919679,0.07,together
2319,260.9919679,0.15,together
2320,281.0682731,0.08,together
2321,281.0682731,0.17,together
2322,281.0682731,0.17,together
2323,281.0682731,0.3,together
2324,281.0682731,0.29,together
2325,301.1445783,0.17,together
2326,301.1445783,0.37,together
2327,301.1445783,0.34,together
2328,301.1445783,0,together
2329,301.1445783,0.06,together
2330,321.2208835,0.29,together
2331,321.2208835,0.28,together
2332,321.2208835,0.41,together
2333,321.2208835,0.11,together
2334,321.2208835,0.22,together
2335,341.2971888,0.44,together
2336,341.2971888,0.21,together
2337,341.2971888,0.14,together
2338,341.2971888,0.02,together
2339,341.2971888,0.08,together
2340,361.373494,0.2,together
2341,361.373494,0.04,together
2342,361.373494,0.18,together
2343,361.373494,0.24,together
2344,361.373494,0.27,together
2345,381.4497992,0.16,together
2346,381.4497992,0.04,together
2347,381.4497992,0.33,together
2348,381.4497992,0.14,together
2349,381.4497992,0.01,together
2350,401.5261044,0.28,together
2351,401.5261044,0.42,together
2352,401.5261044,0.15,together
2353,401.5261044,0.24,together
2354,401.5261044,0.16,together
2355,421.6024096,0.28,together
2356,421.6024096,0.06,together
2357,421.6024096,0.35,together
2358,421.6024096,0.04,together
2359,421.6024096,0.01,together
2360,441.6787149,0.34,together
2361,441.6787149,0.43,together
2362,441.6787149,0.33,together
2363,441.6787149,0.14,together
2364,441.6787149,0.29,together
2365,461.7550201,0.41,together
2366,461.7550201,0.22,together
2367,461.7550201,0.31,together
2368,461.7550201,0.21,together
2369,461.7550201,0.25,together
2370,481.8313253,0.4,together
2371,481.8313253,0.3,together
2372,481.8313253,0.26,together
2373,481.8313253,0.41,together
2374,481.8313253,0,together
2375,501.9076305,0.3,together
2376,501.9076305,0.32,together
2377,501.9076305,0.07,together
2378,501.9076305,0.29,together
2379,501.9076305,0.34,together
2380,521.9839357,0.4,together
2381,521.9839357,0.04,together
2382,521.9839357,0.36,together
2383,521.9839357,0.41,together
2384,521.9839357,0.38,together
2385,542.060241,0.4,together
2386,542.060241,0.39,together
2387,542.060241,0.35,together
2388,542.060241,0.38,together
2389,542.060241,0.25,together
2390,562.1365462,0.11,together
2391,562.1365462,0.01,together
2392,562.1365462,0.38,together
2393,562.1365462,0.36,together
2394,562.1365462,0.16,together
2395,582.2128514,0.42,together
2396,582.2128514,0.37,together
2397,582.2128514,0.27,together
2398,582.2128514,0.4,together
2399,582.2128514,0.4,together
2400,602.2891566,0.44,together
2401,602.2891566,0.37,together
2402,602.2891566,0.29,together
2403,602.2891566,0.26,together
2404,602.2891566,0.14,together
2405,622.3654618,0.39,together
2406,622.3654618,0.08,together
2407,622.3654618,0.16,together
2408,622.3654618,0.41,together
2409,622.3654618,0.37,together
2410,642.4417671,0.28,together
2411,642.4417671,0.36,together
2412,642.4417671,0.24,together
2413,642.4417671,0.38,together
2414,642.4417671,0.02,together
2415,662.5180723,0.39,together
2416,662.5180723,0.17,together
2417,662.5180723,0.11,together
2418,662.5180723,0.18,together
2419,662.5180723,0.34,together
2420,682.5943775,0.03,together
2421,682.5943775,0.1,together
2422,682.5943775,0.04,together
2423,682.5943775,0.07,together
2424,682.5943775,0.28,together
2425,702.6706827,0.27,together
2426,702.6706827,0.42,together
2427,702.6706827,0.04,together
2428,702.6706827,0.15,together
2429,702.6706827,0.02,together
2430,722.746988,0.32,together
2431,722.746988,0.24,together
2432,722.746988,0.29,together
2433,722.746988,0.09,together
2434,722.746988,0.24,together
2435,742.8232932,0.09,together
2436,742.8232932,0.24,together
2437,742.8232932,0.36,together
2438,742.8232932,0.32,together
2439,742.8232932,0.35,together
2440,762.8995984,0.16,together
2441,762.8995984,0.45,together
2442,762.8995984,0.12,together
2443,762.8995984,0.24,together
2444,762.8995984,0.44,together
2445,782.9759036,0.35,together
2446,782.9759036,0.02,together
2447,782.9759036,0.38,together
2448,782.9759036,0.03,together
2449,782.9759036,0.42,together
2450,803.0522088,0.39,together
2451,803.0522088,0.16,together
2452,803.0522088,0.29,together
2453,803.0522088,0.43,together
2454,803.0522088,0.44,together
2455,823.1285141,0.01,together
2456,823.1285141,0.39,together
2457,823.1285141,0.32,together
2458,823.1285141,0.1,together
2459,823.1285141,0.17,together
2460,843.2048193,0.15,together
2461,843.2048193,0.23,together
2462,843.2048193,0.44,together
2463,843.2048193,0.33,together
2464,843.2048193,0.25,together
2465,863.2811245,0.4,together
2466,863.2811245,0.23,together
2467,863.2811245,0.28,together
2468,863.2811245,0.41,together
2469,863.2811245,0.39,together
2470,883.3574297,0.2,together
2471,883.3574297,0.27,together
2472,883.3574297,0.12,together
2473,883.3574297,0.01,together
2474,883.3574297,0.02,together
2475,903.4337349,0.4,together
2476,903.4337349,0.37,together
2477,903.4337349,0.18,together
2478,903.4337349,0.32,together
2479,903.4337349,0.41,together
2480,923.5100402,0.36,together
2481,923.5100402,0.36,together
2482,923.5100402,0.41,together
2483,923.5100402,0.26,together
2484,923.5100402,0.42,together
2485,943.5863454,0.12,together
2486,943.5863454,0.25,together
2487,943.5863454,0.07,together
2488,943.5863454,0.15,together
2489,943.5863454,0.33,together
2490,963.6626506,0.3,together
2491,963.6626506,0.39,together
2492,963.6626506,0.09,together
2493,963.6626506,0.45,together
2494,963.6626506,0.38,together
2495,983.7389558,0.37,together
2496,983.7389558,0.06,together
2497,983.7389558,0.1,together
2498,983.7389558,0.22,together
2499,983.7389558,0.03,together
2500,1003.815261,0.32,together
2501,1003.815261,0.38,together
2502,1003.815261,0.44,together
2503,1003.815261,0.39,together
2504,1003.815261,0.26,together
2505,1023.891566,0.06,together
2506,1023.891566,0.21,together
2507,1023.891566,0.29,together
2508,1023.891566,0.29,together
2509,1023.891566,0.44,together
2510,1043.967871,0.29,together
2511,1043.967871,0.34,together
2512,1043.967871,0.39,together
2513,1043.967871,0.34,together
2514,1043.967871,0.21,together
2515,1064.044177,0.26,together
2516,1064.044177,0.17,together
2517,1064.044177,0.44,together
2518,1064.044177,0.34,together
2519,1064.044177,0.36,together
2520,1084.120482,0.39,together
2521,1084.120482,0.23,together
2522,1084.120482,0.09,together
2523,1084.120482,0.41,together
2524,1084.120482,0.16,together
2525,1104.196787,0.18,together
2526,1104.196787,0.2,together
2527,1104.196787,0.45,together
2528,1104.196787,0.24,together
2529,1104.196787,0.41,together
2530,1124.273092,0.1,together
2531,1124.273092,0.07,together
2532,1124.273092,0.22,together
2533,1124.273092,0.31,together
2534,1124.273092,0.38,together
2535,1144.349398,0.02,together
2536,1144.349398,0.44,together
2537,1144.349398,0.25,together
2538,1144.349398,0.36,together
2539,1144.349398,0.4,together
2540,1164.425703,0.16,together
2541,1164.425703,0.25,together
2542,1164.425703,0.4,together
2543,1164.425703,0.14,together
2544,1164.425703,0.44,together
2545,1184.502008,0.28,together
2546,1184.502008,0.38,together
2547,1184.502008,0.01,together
2548,1184.502008,0.41,together
2549,1184.502008,0.32,together
2550,1204.578313,0.44,together
2551,1204.578313,0.41,together
2552,1204.578313,0.29,together
2553,1204.578313,0.29,together
2554,1204.578313,0.13,together
2555,1224.654618,0.26,together
2556,1224.654618,0.36,together
2557,1224.654618,0.07,together
2558,1224.654618,0.43,together
2559,1224.654618,0.26,together
2560,1244.730924,0.39,together
2561,1244.730924,0.23,together
2562,1244.730924,0.35,together
2563,1244.730924,0.23,together
2564,1244.730924,0.22,together
2565,1264.807229,0.19,together
2566,1264.807229,0.43,together
2567,1264.807229,0.08,together
2568,1264.807229,0.32,together
2569,1264.807229,0.34,together
2570,1284.883534,0.34,together
2571,1284.883534,0.35,together
2572,1284.883534,0.05,together
2573,1284.883534,0.29,together
2574,1284.883534,0.13,together
2575,1304.959839,0.38,together
2576,1304.959839,0.14,together
2577,1304.959839,0.26,together
2578,1304.959839,0.05,together
2579,1304.959839,0.4,together
2580,1325.036145,0.16,together
2581,1325.036145,0,together
2582,1325.036145,0.04,together
2583,1325.036145,0.22,together
2584,1325.036145,0.27,together
2585,1345.11245,0.22,together
2586,1345.11245,0.38,together
2587,1345.11245,0.05,together
2588,1345.11245,0.31,together
2589,1345.11245,0.24,together
2590,1365.188755,0.44,together
2591,1365.188755,0.18,together
2592,1365.188755,0.35,together
2593,1365.188755,0.2,together
2594,1365.188755,0.34,together
2595,1385.26506,0.34,together
2596,1385.26506,0.25,together
2597,1385.26506,0.2,together
2598,1385.26506,0.3,together
2599,1385.26506,0.28,together
2600,1405.341365,0.44,together
2601,1405.341365,0.35,together
2602,1405.341365,0.43,together
2603,1405.341365,0.11,together
2604,1405.341365,0.18,together
2605,1425.417671,0.01,together
2606,1425.417671,0.39,together
2607,1425.417671,0.35,together
2608,1425.417671,0.08,together
2609,1425.417671,0.23,together
2610,1445.493976,0.2,together
2611,1445.493976,0.31,together
2612,1445.493976,0.03,together
2613,1445.493976,0.02,together
2614,1445.493976,0.41,together
2615,1465.570281,0.33,together
2616,1465.570281,0.3,together
2617,1465.570281,0.11,together
2618,1465.570281,0.36,together
2619,1465.570281,0.2,together
2620,1485.646586,0.26,together
2621,1485.646586,0.04,together
2622,1485.646586,0.33,together
2623,1485.646586,0.41,together
2624,1485.646586,0.37,together
2625,1505.722892,0.21,together
2626,1505.722892,0.4,together
2627,1505.722892,0.02,together
2628,1505.722892,0.07,together
2629,1505.722892,0.23,together
2630,1525.799197,0.42,together
2631,1525.799197,0.34,together
2632,1525.799197,0.24,together
2633,1525.799197,0.19,together
2634,1525.799197,0.16,together
2635,1545.875502,0.36,together
2636,1545.875502,0.15,together
2637,1545.875502,0.29,together
2638,1545.875502,0.41,together
2639,1545.875502,0.28,together
2640,1565.951807,0.37,together
2641,1565.951807,0.37,together
2642,1565.951807,0.39,together
2643,1565.951807,0.06,together
2644,1565.951807,0.3,together
2645,1586.028112,0.43,together
2646,1586.028112,0.41,together
2647,1586.028112,0.39,together
2648,1586.028112,0.42,together
2649,1586.028112,0.42,together
2650,1606.104418,0.04,together
2651,1606.104418,0.38,together
2652,1606.104418,0.4,together
2653,1606.104418,0.06,together
2654,1606.104418,0.02,together
2655,1626.180723,0.44,together
2656,1626.180723,0.41,together
2657,1626.180723,0.45,together
2658,1626.180723,0.2,together
2659,1626.180723,0.4,together
2660,1646.257028,0.31,together
2661,1646.257028,0.39,together
2662,1646.257028,0.24,together
2663,1646.257028,0.38,together
2664,1646.257028,0.17,together
2665,1666.333333,0.26,together
2666,1666.333333,0.06,together
2667,1666.333333,0.01,together
2668,1666.333333,0.05,together
2669,1666.333333,0.41,together
2670,1686.409639,0.13,together
2671,1686.409639,0.19,together
2672,1686.409639,0.38,together
2673,1686.409639,0.04,together
2674,1686.409639,0.04,together
2675,1706.485944,0.38,together
2676,1706.485944,0.41,together
2677,1706.485944,0.37,together
2678,1706.485944,0.13,together
2679,1706.485944,0.08,together
2680,1726.562249,0.19,together
2681,1726.562249,0.3,together
2682,1726.562249,0.32,together
2683,1726.562249,0.44,together
2684,1726.562249,0.2,together
2685,1746.638554,0.28,together
2686,1746.638554,0.14,together
2687,1746.638554,0.09,together
2688,1746.638554,0.13,together
2689,1746.638554,0.12,together
2690,1766.714859,0.4,together
2691,1766.714859,0.15,together
2692,1766.714859,0.37,together
2693,1766.714859,0.4,together
2694,1766.714859,0.21,together
2695,1786.791165,0.42,together
2696,1786.791165,0.08,together
2697,1786.791165,0.06,together
2698,1786.791165,0.35,together
2699,1786.791165,0.37,together
2700,1806.86747,0.14,together
2701,1806.86747,0.26,together
2702,1806.86747,0.1,together
2703,1806.86747,0.08,together
2704,1806.86747,0.38,together
2705,1826.943775,0.14,together
2706,1826.943775,0.41,together
2707,1826.943775,0.39,together
2708,1826.943775,0.43,together
2709,1826.943775,0.4,together
2710,1847.02008,0.04,together
2711,1847.02008,0.21,together
2712,1847.02008,0.36,together
2713,1847.02008,0.44,together
2714,1847.02008,0.14,together
2715,1867.096386,0.27,together
2716,1867.096386,0.18,together
2717,1867.096386,0.21,together
2718,1867.096386,0.31,together
2719,1867.096386,0.24,together
2720,1887.172691,0.45,together
2721,1887.172691,0.27,together
2722,1887.172691,0.4,together
2723,1887.172691,0.14,together
2724,1887.172691,0.13,together
2725,1907.248996,0.4,together
2726,1907.248996,0.39,together
2727,1907.248996,0.35,together
2728,1907.248996,0.07,together
2729,1907.248996,0.3,together
2730,1927.325301,0.26,together
2731,1927.325301,0.39,together
2732,1927.325301,0.25,together
2733,1927.325301,0.3,together
2734,1927.325301,0.32,together
2735,1947.401606,0.36,together
2736,1947.401606,0.07,together
2737,1947.401606,0.34,together
2738,1947.401606,0.32,together
2739,1947.401606,0.09,together
2740,1967.477912,0.43,together
2741,1967.477912,0.44,together
2742,1967.477912,0.28,together
2743,1967.477912,0.06,together
2744,1967.477912,0.4,together
2745,1987.554217,0.41,together
2746,1987.554217,0.2,together
2747,1987.554217,0.06,together
2748,1987.554217,0.28,together
2749,1987.554217,0.41,together
2750,2007.630522,0.17,together
2751,2007.630522,0.29,together
2752,2007.630522,0.4,together
2753,2007.630522,0.2,together
2754,2007.630522,0.24,together
2755,2027.706827,0.2,together
2756,2027.706827,0.41,together
2757,2027.706827,0.27,together
2758,2027.706827,0.28,together
2759,2027.706827,0.3,together
2760,2047.783133,0.41,together
2761,2047.783133,0.14,together
2762,2047.783133,0.41,together
2763,2047.783133,0.37,together
2764,2047.783133,0.24,together
2765,2067.859438,0.33,together
2766,2067.859438,0.21,together
2767,2067.859438,0.31,together
2768,2067.859438,0.41,together
2769,2067.859438,0.42,together
